time,strategy,state,action,label,confidence,filtered_confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,width,height
2026-06-30T14:25:04.545380,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:04.612889,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:04.678755,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:04.747829,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:04.808167,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:04.879582,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:04.949370,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:05.013458,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:05.088706,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:05.148216,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:05.212385,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:05.276555,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:05.342362,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:05.410690,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:05.481456,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:05.548110,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:05.612278,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:05.676229,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:05.744686,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
